Datetime Beginning UTC,Datetime Beginning EPT,Pnode ID,Pnode Name,Voltage,Equipment,Type,Zone,System Energy Price RT,Total LMP RT,Congestion Price RT,Marginal Loss Price RT,Row Is Current,Version Number
2024-08-02T04:00:00,2024-08-02T00:00:00,48951,LOMBARD,13 KV,NBU1,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48952,LOMBARD,13 KV,NB10,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48953,LOMBARD,13 KV,NB11,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48954,MARCUSHO,13 KV,BS1,LOAD,PECO,40.400000,36.810000,-4.240000,0.650000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48955,MACDADE,13 KV,1BUS,LOAD,PECO,40.400000,36.850000,-4.350000,0.810000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48956,MACDADE,13 KV,2BUS,LOAD,PECO,40.400000,36.850000,-4.350000,0.810000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48957,MACDADE,13 KV,3BUS,LOAD,PECO,40.400000,36.850000,-4.350000,0.810000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48959,MIDD PE,13 KV,13-1LOAD,LOAD,PECO,40.400000,37.100000,-4.070000,0.780000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48960,MIDD PE,13 KV,13-2LOAD,LOAD,PECO,40.400000,37.100000,-4.070000,0.780000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48961,MIDD PE,35 KV,BUS1,LOAD,PECO,40.400000,37.020000,-4.190000,0.810000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48966,MORTON,13 KV,1BUS,LOAD,PECO,40.400000,36.980000,-4.200000,0.780000,true,1
